ENTRY	STOICHIOMETRY	GENE NAMES	PROTEIN NAME	UNIPROT NOTE
A0A1B1EA87	2.0	hemA PN96_09725	Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00087}.
A0A1B1EIG6	4.0	tdh PN96_15380	L-threonine 3-dehydrogenase (TDH) (EC 1.1.1.103)	SUBUNIT: Homotetramer. {ECO:0000256|HAMAP-Rule:MF_00627}.
A0A1B1EGH9	1.0	udk PN96_03440	Uridine kinase (EC 2.7.1.48) (Cytidine monophosphokinase) (Uridine monophosphokinase)	[MISSING]
A0A1B1EF17	2.0	rpiA PN96_00935	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00170}.
A0A1B1ELP3	2.0	rbsK PN96_19705	Ribokinase (RK) (EC 2.7.1.15)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_01987}.
A0A1B1EBF7	4.0	tdk PN96_07735	Thymidine kinase (EC 2.7.1.21)	SUBUNIT: Homotetramer. {ECO:0000256|HAMAP-Rule:MF_00124}.
A0A1B1EAT7	1.0	argS PN96_09220	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	SUBUNIT: Monomer. {ECO:0000256|HAMAP-Rule:MF_00123}.
A0A1B1E9Y0	4.0	ndk PN96_10485	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	SUBUNIT: Homotetramer. {ECO:0000256|HAMAP-Rule:MF_00451}.
A0A1B1EDC2	2.0	pyrF PN96_03645	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_01200}.
A0A1B1EA00	1.0	rhaA PN96_10330	L-rhamnose isomerase (EC 5.3.1.14)	[MISSING]
A0A1B1EB08	1.0	kdsB PN96_08495	3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38) (CMP-2-keto-3-deoxyoctulosonic acid synthase) (CKS) (CMP-KDO synthase)	[MISSING]
A0A1B1EEA2	3.0	lpxA PN96_02320	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (UDP-N-acetylglucosamine acyltransferase) (EC 2.3.1.129)	SUBUNIT: Homotrimer. {ECO:0000256|HAMAP-Rule:MF_00387}.
A0A1B1EG63	1.0	atpA PN96_13410	ATP synthase subunit alpha (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	[MISSING]
A0A1B1ED60	1.0	trpB PN96_03910	Tryptophan synthase beta chain (EC 4.2.1.20)	SUBUNIT: Tetramer of two alpha and two beta chains. {ECO:0000256|ARBA:ARBA00011270, ECO:0000256|HAMAP-Rule:MF_00133}.
A0A1B1EEH5	1.0	argA PN96_02020	Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGS) (NAGS)	[MISSING]
A0A1B1EFT9	1.0	glpE PN96_14015	Thiosulfate sulfurtransferase GlpE (EC 2.8.1.1)	[MISSING]
A0A1B1EGM8	2.0	lysA PN96_13880	Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_02120}.
A0A1B1E9L4	4.0	dapB PN96_11160	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	SUBUNIT: Homotetramer. {ECO:0000256|HAMAP-Rule:MF_00102}.
A0A1B1EAE3	2.0	glyA PN96_09955	Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00051}.
A0A1B1EBJ5	2.0	bioB PN96_07910	Biotin synthase (EC 2.8.1.6)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_01694}.
A0A1B1EJF9	1.0	galK PN96_22130	Galactokinase (EC 2.7.1.6) (Galactose kinase)	[MISSING]
A0A1B1EED7	1.0	nqrB PN96_02120	Na(+)-translocating NADH-quinone reductase subunit B (Na(+)-NQR subunit B) (Na(+)-translocating NQR subunit B) (EC 7.2.1.1) (NQR complex subunit B) (NQR-1 subunit B)	SUBUNIT: Composed of six subunits; NqrA, NqrB, NqrC, NqrD, NqrE and NqrF. {ECO:0000256|HAMAP-Rule:MF_00426}.
A0A1B1ECI2	1.0	pgl PN96_05285	6-phosphogluconolactonase (6PGL) (EC 3.1.1.31)	[MISSING]
A0A1B1EDW7	2.0	pdxB PN96_02895	Erythronate-4-phosphate dehydrogenase (EC 1.1.1.290)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_01825}.
A0A1B1EE91	1.0	upp PN96_02430	Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase)	[MISSING]
A0A1B1EEU8	1.0	gshA PN96_01235	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	[MISSING]
A0A1B1EJM3	1.0	purU PN96_22160	Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase)	[MISSING]
A0A1B1EE88	2.0	uppS PN96_02280	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific) (EC 2.5.1.31) (Ditrans,polycis-undecaprenylcistransferase) (Undecaprenyl diphosphate synthase) (UDS) (Undecaprenyl pyrophosphate synthase) (UPP synthase)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_01139}.
A0A1B1EFI3	2.0	trpS PN96_14610	Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00140}.
A0A1B1EIG4	1.0	deoD PN96_15250	Purine nucleoside phosphorylase DeoD-type (PNP) (EC 2.4.2.1)	SUBUNIT: Homohexamer; trimer of homodimers. {ECO:0000256|HAMAP-Rule:MF_01627}.
A0A1B1EER7	2.0	panC PN96_01380	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00158}.
A0A1B1EG94	1.0	atpH PN96_13405	ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta) (F-ATPase subunit delta)	[MISSING]
A0A1B1E9X2	6.0	pepB PN96_10490	Peptidase B (EC 3.4.11.23) (Aminopeptidase B)	SUBUNIT: Homohexamer. {ECO:0000256|HAMAP-Rule:MF_00504}.
A0A1B1EEV7	2.0	luxS PN96_01245	S-ribosylhomocysteine lyase (EC 4.4.1.21) (AI-2 synthesis protein) (Autoinducer-2 production protein LuxS)	SUBUNIT: Homodimer. {ECO:0000256|ARBA:ARBA00011738, ECO:0000256|HAMAP-Rule:MF_00091}.
A0A1B1E9J9	1.0	lpxC PN96_11180	UDP-3-O-acyl-N-acetylglucosamine deacetylase (UDP-3-O-acyl-GlcNAc deacetylase) (EC 3.5.1.108) (UDP-3-O-[R-3-hydroxymyristoyl]-N-acetylglucosamine deacetylase)	[MISSING]
A0A1B1EFJ2	1.0	gpsA PN96_14420	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase)	[MISSING]
A0A1B1EDE1	2.0	fabH PN96_03495	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_01815}.
A0A1B1EA96	1.0	kdsA PN96_09700	2-dehydro-3-deoxyphosphooctonate aldolase (EC 2.5.1.55) (3-deoxy-D-manno-octulosonic acid 8-phosphate synthase) (KDO-8-phosphate synthase) (KDO 8-P synthase) (KDOPS) (Phospho-2-dehydro-3-deoxyoctonate aldolase)	[MISSING]
A0A1B1EF16	4.0	glsA PN96_00795	Glutaminase (EC 3.5.1.2)	SUBUNIT: Homotetramer. {ECO:0000256|HAMAP-Rule:MF_00313}.
A0A1B1EEC1	1.0	nqrE PN96_02135	Na(+)-translocating NADH-quinone reductase subunit E (Na(+)-NQR subunit E) (Na(+)-translocating NQR subunit E) (EC 7.2.1.1) (NQR complex subunit E) (NQR-1 subunit E)	SUBUNIT: Composed of six subunits; NqrA, NqrB, NqrC, NqrD, NqrE and NqrF. {ECO:0000256|HAMAP-Rule:MF_00429}.
A0A1B1EE60	2.0	apt PN96_02960	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00004}.
A0A1B1EEU9	1.0	coaE PN96_01295	Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase)	[MISSING]
A0A1B1EJ45	1.0	lldD PN96_15345	L-lactate dehydrogenase (EC 1.1.-.-)	[MISSING]
A0A1B1EI63	1.0	nagB PN96_16380	Glucosamine-6-phosphate deaminase (EC 3.5.99.6) (GlcN6P deaminase) (GNPDA) (Glucosamine-6-phosphate isomerase)	SUBUNIT: Homohexamer; trimer of disulfide-linked dimers. {ECO:0000256|HAMAP-Rule:MF_01241}.
A0A1B1EGY0	4.0	guaC PN96_18240	GMP reductase (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase) (Guanosine monophosphate reductase)	SUBUNIT: Homotetramer. {ECO:0000256|HAMAP-Rule:MF_00596}.
A0A1B1EF32	1.0	pyrB PN96_00570	Aspartate carbamoyltransferase (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase)	[MISSING]
A0A1B1EC38	1.0	ureF PN96_06165	Urease accessory protein UreF	SUBUNIT: UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel. {ECO:0000256|HAMAP-Rule:MF_01385}.
A0A1B1EEC6	6.0	pyrH PN96_02270	Uridylate kinase (UK) (EC 2.7.4.22) (Uridine monophosphate kinase) (UMP kinase) (UMPK)	SUBUNIT: Homohexamer. {ECO:0000256|HAMAP-Rule:MF_01220}.
A0A1B1EHV3	1.0	gltS PN96_16355	Sodium/glutamate symporter	[MISSING]
A0A1B1EDR0	1.0	acpP PN96_03510	Acyl carrier protein (ACP)	[MISSING]
A0A1B1EBB2	1.0	serS PN96_07920	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	SUBUNIT: Homodimer. The tRNA molecule binds across the dimer. {ECO:0000256|HAMAP-Rule:MF_00176}.
A0A1B1EF20	4.0	epd PN96_00895	D-erythrose-4-phosphate dehydrogenase (E4PDH) (EC 1.2.1.72)	SUBUNIT: Homotetramer. {ECO:0000256|HAMAP-Rule:MF_01640}.
A0A1B1EC40	1.0	ureC PN96_06175	Urease subunit alpha (EC 3.5.1.5) (Urea amidohydrolase subunit alpha)	SUBUNIT: Heterotrimer of UreA (gamma), UreB (beta) and UreC (alpha) subunits. Three heterotrimers associate to form the active enzyme. {ECO:0000256|HAMAP-Rule:MF_01953}.
A0A1B1E8X1	5.0	hldD PN96_12355	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME)	SUBUNIT: Homopentamer. {ECO:0000256|HAMAP-Rule:MF_01601}.
A0A1B1EBJ2	1.0	ushA PN96_07525	Bifunctional UDP-sugar hydrolase/5'-nucleotidase	[MISSING]
A0A1B1E9B8	2.0	pdxA PN96_11635	4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262) (4-(phosphohydroxy)-L-threonine dehydrogenase)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00536}.
A0A1B1E847	1.0	glyQ PN96_13280	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	SUBUNIT: Tetramer of two alpha and two beta subunits. {ECO:0000256|ARBA:ARBA00011209, ECO:0000256|HAMAP-Rule:MF_00254}.
A0A1B1EB68	2.0	aspS PN96_08190	Aspartate--tRNA ligase (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00044}.
A0A1B1EA44	1.0	purL PN96_10190	Phosphoribosylformylglycinamidine synthase (FGAM synthase) (FGAMS) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase) (FGAR amidotransferase) (FGAR-AT)	SUBUNIT: Monomer. {ECO:0000256|HAMAP-Rule:MF_00419}.
A0A1B1EBT4	1.0	cobT PN96_06830	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (NN:DBI PRT) (EC 2.4.2.21) (N(1)-alpha-phosphoribosyltransferase)	[MISSING]
A0A1B1EA62	2.0	dxs PN96_10080	1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS)	SUBUNIT: Homodimer. {ECO:0000256|ARBA:ARBA00011738, ECO:0000256|HAMAP-Rule:MF_00315}.
A0A1B1ECC1	1.0	pyrD PN96_05605	Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2) (DHOdehase) (DHOD) (DHODase) (Dihydroorotate oxidase)	SUBUNIT: Monomer. {ECO:0000256|HAMAP-Rule:MF_00225}.
A0A1B1EGP0	4.0	fabG PN96_03505	3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100)	SUBUNIT: Homotetramer. {ECO:0000256|RuleBase:RU366074}.
A0A1B1EA58	1.0	metQ PN96_09995	Lipoprotein	[MISSING]
A0A1B1ECJ3	1.0	ectA PN96_05215	L-2,4-diaminobutyric acid acetyltransferase (DABA acetyltransferase) (EC 2.3.1.178)	[MISSING]
A0A1B1EA52	1.0	proB PN96_10130	Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)	[MISSING]
A0A1B1EBV8	1.0	dsdA PN96_07340	Probable D-serine dehydratase (EC 4.3.1.18) (D-serine deaminase) (DSD)	[MISSING]
A0A1B1EIS6	1.0	fecB PN96_16000	Iron-dicitrate transporter substrate-binding subunit	[MISSING]
A0A1B1EJ03	1.0	gabD PN96_22900	Succinate-semialdehyde dehydrogenase (NADP(+))	[MISSING]
A0A1B1E9H0	1.0	uppP PN96_11420	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	[MISSING]
A0A1B1E9Y5	2.0	hisS PN96_10465	Histidine--tRNA ligase (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00127}.
A0A1B1EGU8	1.0	benD PN96_18365	1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase	[MISSING]
A0A1B1EEB6	1.0	lpxB PN96_02325	Lipid-A-disaccharide synthase (EC 2.4.1.182)	[MISSING]
A0A1B1EAK1	1.0	sucD PN96_09265	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	SUBUNIT: Heterotetramer of two alpha and two beta subunits. {ECO:0000256|HAMAP-Rule:MF_01988, ECO:0000256|RuleBase:RU000699}.
A0A1B1EAV7	1.0	menB PN96_08900	1,4-dihydroxy-2-naphthoyl-CoA synthase (DHNA-CoA synthase) (EC 4.1.3.36)	[MISSING]
A0A1B1EBD2	1.0	hisG PN96_07800	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	[MISSING]
A0A1B1EG22	2.0	thiC PN96_13660	Phosphomethylpyrimidine synthase (EC 4.1.99.17) (Hydroxymethylpyrimidine phosphate synthase) (HMP-P synthase) (HMP-phosphate synthase) (HMPP synthase) (Thiamine biosynthesis protein ThiC)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00089}.
A0A1B1E887	1.0	fadB PN96_13240	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/Delta(3)-cis-Delta(2)-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	SUBUNIT: Heterotetramer of two alpha chains (FadB) and two beta chains (FadA). {ECO:0000256|HAMAP-Rule:MF_01621}.
A0A1B1EJI4	2.0	pyrC PN96_23080	Dihydroorotase (DHOase) (EC 3.5.2.3)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00219}.
A0A1B1E8N4	1.0	ubiE PN96_12880	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE (EC 2.1.1.163) (EC 2.1.1.201) (2-methoxy-6-polyprenyl-1,4-benzoquinol methylase) (Demethylmenaquinone methyltransferase)	[MISSING]
A0A1B1E9A2	1.0	apaH PN96_11650	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical (EC 3.6.1.41) (Ap4A hydrolase) (Diadenosine 5',5'''-P1,P4-tetraphosphate pyrophosphohydrolase) (Diadenosine tetraphosphatase)	[MISSING]
A0A1B1EIE1	2.0	pdxY PN96_15645	Pyridoxal kinase PdxY (PL kinase) (EC 2.7.1.35)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_01639}.
A0A1B1E975	1.0	cysN PN96_11820	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4) (ATP-sulfurylase large subunit) (Sulfate adenylate transferase) (SAT)	SUBUNIT: Heterodimer composed of CysD, the smaller subunit, and CysN. {ECO:0000256|HAMAP-Rule:MF_00062}.
A0A1B1EC25	1.0	ureA PN96_06185	Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)	SUBUNIT: Heterotrimer of UreA (gamma), UreB (beta) and UreC (alpha) subunits. Three heterotrimers associate to form the active enzyme. {ECO:0000256|HAMAP-Rule:MF_00739}.
A0A1B1EG27	2.0	purK PN96_13570	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_01928, ECO:0000256|RuleBase:RU361200}.
A0A1B1EGB6	2.0	hemF PN96_13585	Oxygen-dependent coproporphyrinogen-III oxidase (CPO) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3)	SUBUNIT: Homodimer. {ECO:0000256|ARBA:ARBA00011738, ECO:0000256|HAMAP-Rule:MF_00333}.
A0A1B1EGT5	1.0	fmt PN96_13540	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	[MISSING]
A0A1B1EE51	2.0	dapE PN96_02505	Succinyl-diaminopimelate desuccinylase (SDAP desuccinylase) (EC 3.5.1.18) (N-succinyl-LL-2,6-diaminoheptanedioate amidohydrolase)	SUBUNIT: Homodimer. {ECO:0000256|ARBA:ARBA00011738, ECO:0000256|HAMAP-Rule:MF_01690}.
A0A1B1EE66	1.0	fadE PN96_02405	Acyl-coenzyme A dehydrogenase (EC 1.3.8.7) (EC 1.3.8.8)	[MISSING]
A0A1B1ECA5	2.0	serC PN96_07345	Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00160}.
A0A1B1EG85	1.0	bioH PN96_12625	Pimeloyl-[acyl-carrier protein] methyl ester esterase (EC 3.1.1.85) (Biotin synthesis protein BioH) (Carboxylesterase BioH)	SUBUNIT: Monomer. {ECO:0000256|HAMAP-Rule:MF_01260}.
A0A1B1EID3	2.0	kbl PN96_15385	2-amino-3-ketobutyrate coenzyme A ligase (AKB ligase) (EC 2.3.1.29) (Glycine acetyltransferase)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00985}.
A0A1B1EF55	1.0	arcA PN96_00580	Arginine deiminase (ADI) (EC 3.5.3.6) (Arginine dihydrolase) (AD)	[MISSING]
A0A1B1E869	1.0	hemG PN96_13225	Protoporphyrinogen IX dehydrogenase [quinone] (EC 1.3.5.3) (Protoporphyrinogen IX dehydrogenase [menaquinone]) (Protoporphyrinogen IX dehydrogenase [ubiquinone]) (Protoporphyrinogen oxidase) (PPO)	[MISSING]
A0A1B1EEY9	1.0	relA PN96_01060	GTP diphosphokinase	[MISSING]
A0A1B1EJM9	2.0	ackA PN96_21510	Acetate kinase (EC 2.7.2.1) (Acetokinase)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00020}.
A0A1B1EA88	6.0	prs PN96_09740	Ribose-phosphate pyrophosphokinase (RPPK) (EC 2.7.6.1) (5-phospho-D-ribosyl alpha-1-diphosphate) (Phosphoribosyl diphosphate synthase) (Phosphoribosyl pyrophosphate synthase) (P-Rib-PP synthase) (PRPP synthase) (PRPPase)	SUBUNIT: Homohexamer. {ECO:0000256|HAMAP-Rule:MF_00583}.
A0A1B1EEA6	1.0	gloB PN96_02375	Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II)	SUBUNIT: Monomer. {ECO:0000256|HAMAP-Rule:MF_01374}.
A0A1B1EAM2	2.0	folD PN96_09125	Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_01576}.
A0A1B1EBY9	2.0	thrS PN96_07185	Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00184}.
A0A1B1E9B4	2.0	leuB PN96_11600	3-isopropylmalate dehydrogenase (EC 1.1.1.85) (3-IPM-DH) (Beta-IPM dehydrogenase) (IMDH)	SUBUNIT: Homodimer. {ECO:0000256|ARBA:ARBA00011738, ECO:0000256|HAMAP-Rule:MF_01033, ECO:0000256|RuleBase:RU004445}.
A0A1B1EFY4	2.0	dapF PN96_13885	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00197}.
A0A1B1EH77	1.0	hutU PN96_17635	Urocanate hydratase (Urocanase) (EC 4.2.1.49) (Imidazolonepropionate hydrolase)	[MISSING]
A0A1B1EAI3	1.0	asnB PN96_09380	Asparagine synthase B	[MISSING]
A0A1B1ED57	1.0	ubiG PN96_04075	Ubiquinone biosynthesis O-methyltransferase (2-polyprenyl-6-hydroxyphenol methylase) (EC 2.1.1.222) (3-demethylubiquinone 3-O-methyltransferase) (EC 2.1.1.64)	[MISSING]
A0A1B1E9A8	1.0	gmk PN96_12560	Guanylate kinase (EC 2.7.4.8) (GMP kinase)	[MISSING]
A0A1B1EJY2	1.0	fucK PN96_21535	L-fuculokinase (EC 2.7.1.51) (L-fuculose kinase)	[MISSING]
A0A1B1E9E5	1.0	cysD PN96_11825	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4) (ATP-sulfurylase small subunit) (Sulfate adenylate transferase) (SAT)	SUBUNIT: Heterodimer composed of CysD, the smaller subunit, and CysN. {ECO:0000256|HAMAP-Rule:MF_00064}.
A0A1B1E9Q8	1.0	ispH PN96_10860	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (HMBPP reductase) (EC 1.17.7.4)	[MISSING]
A0A1B1EJD2	1.0	gabD PN96_22225	Succinate-semialdehyde dehydrogenase (NADP(+))	[MISSING]
A0A1B1EB50	1.0	glgA PN96_08300	Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase)	[MISSING]
A0A1B1EFQ0	4.0	argG PN96_14805	Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)	SUBUNIT: Homotetramer. {ECO:0000256|HAMAP-Rule:MF_00005}.
A0A1B1EA47	1.0	nudF PN96_11355	ADP-ribose diphosphatase (EC 3.6.1.13) (ADP-ribose phosphohydrolase) (ADP-ribose pyrophosphatase) (Adenosine diphosphoribose pyrophosphatase)	[MISSING]
A0A1B1ECI8	1.0	prpB PN96_05345	2-methylisocitrate lyase (2-MIC) (MICL) (EC 4.1.3.30) ((2R,3S)-2-methylisocitrate lyase)	SUBUNIT: Homotetramer; dimer of dimers. {ECO:0000256|HAMAP-Rule:MF_01939}.
A0A1B1EC30	1.0	ureD PN96_06190	Urease accessory protein UreD	SUBUNIT: UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel. {ECO:0000256|HAMAP-Rule:MF_01384}.
A0A1B1EDE5	1.0	gabD PN96_05010	Succinate-semialdehyde dehydrogenase (NADP(+))	[MISSING]
A0A1B1EBH9	1.0	menF PN96_08915	Isochorismate synthase MenF (EC 5.4.4.2) (Isochorismate mutase)	[MISSING]
A0A1B1EBQ9	1.0	pheT PN96_07155	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	SUBUNIT: Tetramer of two alpha and two beta subunits. {ECO:0000256|ARBA:ARBA00011209, ECO:0000256|HAMAP-Rule:MF_00283}.
A0A1B1EDG9	2.0	trpD PN96_03920	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00211}.
A0A1B1E8F4	1.0	fadA PN96_13245	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	SUBUNIT: Heterotetramer of two alpha chains (FadB) and two beta chains (FadA). {ECO:0000256|HAMAP-Rule:MF_01620}.
A0A1B1EG77	4.0	ilvA PN96_13455	L-threonine dehydratase (EC 4.3.1.19) (Threonine deaminase)	SUBUNIT: Homotetramer. {ECO:0000256|RuleBase:RU362012}.
A0A1B1EJK2	1.0	xylB PN96_22075	Xylulose kinase (Xylulokinase) (EC 2.7.1.17)	[MISSING]
A0A1B1EEW7	1.0	alaS PN96_01140	Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	[MISSING]
A0A1B1E8W5	1.0	lpxL PN96_12460	Lipid A biosynthesis lauroyltransferase (EC 2.3.1.241) (Kdo(2)-lipid IV(A) lauroyltransferase)	[MISSING]
A0A1B1EFZ9	1.0	gppA PN96_13770	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase (EC 3.6.1.40) (Guanosine pentaphosphate phosphohydrolase) (pppGpp-5'-phosphohydrolase)	[MISSING]
A0A1B1EES8	1.0	aceF PN96_01340	Acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	SUBUNIT: Forms a 24-polypeptide structural core with octahedral symmetry. {ECO:0000256|ARBA:ARBA00011484, ECO:0000256|RuleBase:RU361137}.
